tp_code,centre_code,centre_name,organisation_code,organisation_description,service_model,centre_contact_no,centre_email_address,centre_address,postal_code,centre_website,infant_vacancy_current_month,infant_vacancy_next_month,infant_vacancy_third_month,infant_vacancy_fourth_month,infant_vacancy_fifth_month,infant_vacancy_sixth_month,infant_vacancy_seventh_month,pg_vacancy_current_month,pg_vacancy_next_month,pg_vacancy_third_month,pg_vacancy_fourth_month,pg_vacancy_fifth_month,pg_vacancy_sixth_month,pg_vacancy_seventh_month,n1_vacancy_current_month,n1_vacancy_next_month,n1_vacancy_third_month,n1_vacancy_fourth_month,n1_vacancy_fifth_month,n1_vacancy_sixth_month,n1_vacancy_seventh_month,n2_vacancy_current_month,n2_vacancy_next_month,n2_vacancy_third_month,n2_vacancy_fourth_month,n2_vacancy_fifth_month,n2_vacancy_sixth_month,n2_vacancy_seventh_month,k1_vacancy_current_month,k1_vacancy_next_month,k1_vacancy_third_month,k1_vacancy_fourth_month,k1_vacancy_fifth_month,k1_vacancy_sixth_month,k1_vacancy_seventh_month,k2_vacancy_current_month,k2_vacancy_next_month,k2_vacancy_third_month,k2_vacancy_fourth_month,k2_vacancy_fifth_month,k2_vacancy_sixth_month,k2_vacancy_seventh_month,food_offered,second_languages_offered,spark_certified,weekday_full_day,saturday,scheme_type,extended_operating_hours,provision_of_transport,government_subsidy,gst_regisration,last_updated,remarks,contactno_lifesg,emailaddress_lifesg,website_lifesg
na,PT7650,Greenery Childcare Centre,PT,Private Operators,CC,67650800,greenerycck@gmail.com,"483,CHOA CHU KANG AVENUE 5,#01-164,680483",680483,https://greenerychildcare.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,No,2026-02-05,na,67650800,greenerycck@gmail.com,https://greenerychildcare.sg
TP0067,PT9241,GREENLAND CHILDCARE @ PUNGGOL PTE LTD,PT,Private Operators,CC,80294598,punggol.greenlandcc@gmail.com,"308A,PUNGGOL WALK,#01-448,WATERWAY TERRACES I,821308",821308,http://www.greenlandchildcare.com/,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Full,Available,Available,Available,Available,Full,Full,Full,Available,Available,Available,Available,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-02-04,na,80294598,punggol.greenlandcc@gmail.com,http://www.greenlandchildcare.com/
na,EB0031,E-Bridge Pre-School Pte Ltd,EB,E-Bridge Pre-school Pte. Ltd.,CC,69061537,221bartley@e-bridge.edu.sg,"221,MOUNT VERNON ROAD,#02-01,BARTLEY BEACON,360221",360221,https://www.e-bridge.edu.sg,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Available,Available,Limited,Limited,Full,Full,Full,Available,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-02-04,na,69061537,221bartley@e-bridge.edu.sg,https://www.e-bridge.edu.sg
na,RC1859,KHALSA KINDERGARTEN,RC,Not-for-Profit Organisation,KN,62973583,principal@khalsakindergarten.org.sg,"2,TESSENSOHN ROAD,#05-00,SINGAPORE KHALSA ASSOCIATION,217646",217646,www.singaporekhalsa.org.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Vegetarian,Tamil|Others: Punjabi & Hindi,No,07:30-16:30,na,na,No,Yes,Yes,Yes,2026-02-04,na,62973583,principal@khalsakindergarten.org.sg,www.singaporekhalsa.org.sg
na,PT8965,Children's Cove Preschool Pasir Ris Pte Ltd,PT,Private Operators,CC,65852728,pr@childrenscove.sg,"443,PASIR RIS DRIVE 6,#03-02,510443",510443,https://childrenscove.sg/schools/pasir-ris/,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,Yes,2026-02-04,na,65852728,pr@childrenscove.sg,https://childrenscove.sg/schools/pasir-ris/
na,ST0330,PCF Sparkletots Preschool @ Keat Hong Blk 411 (DS),ST,PCF Sparkletots Preschool Limited,DS,67692092,KE.DS.411@pcf.org.sg,"411,Choa Chu Kang Avenue 3,#01-359,680411",680411,www.pcf.org.sg/sparkletots/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Limited,Limited,Limited,Limited,Limited,Available,Full,Limited,Available,Available,Available,Available,Available,Full,Full,Full,Limited,Limited,Limited,Available,Full,Full,Limited,Limited,Limited,Limited,Available,Full,Full,Full,Full,Full,Full,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-02-04,na,67692092,KE.DS.411@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,RC1767,NEW LIFE COMMUNITY SERVICES,RC,Not-for-Profit Organisation,CC,68920013,enquiry.wdlcc@newlife.org.sg,"580,WOODLANDS DRIVE 16,#01-582,730580",730580,na,Full,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,No,Yes,Yes,2026-02-03,na,68920013,enquiry.wdlcc@newlife.org.sg,na
na,PT8817,APRICOT ACADEMY (LAGUNA) PTE. LTD.,PT,Private Operators,CC,62459928,wini@apricotacademy.com,"5000G,MARINE PARADE ROAD,#01-28,LAGUNA PARK,449290",449290,www.apricotacademy.com,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Limited,Available,Available,Available,Available,Limited,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,No,2026-02-03,na,62459928,wini@apricotacademy.com,www.apricotacademy.com
na,RC0740,CHINESE CHRISTIAN MISSION LIMITED,RC,Not-for-Profit Organisation,CC,65675756,ccm108supervisor@gmail.com,"108,BUKIT BATOK WEST AVE 6,#01-54,650108",650108,na,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,No,2026-02-03,na,65675756,ccm108supervisor@gmail.com,na
na,PT9021,Little Footprints Preschool Group Pte Ltd,PT,Private Operators,CC,68171393,lfp_lakeside@babilou-family.sg,"350,CORPORATION DRIVE,#01-550,610350",610350,www.littlefootprints.edu.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-02-03,na,68171393,lfp_lakeside@babilou-family.sg,www.littlefootprints.edu.sg
na,EB0030,E-Bridge Pre-School Pte Ltd,EB,E-Bridge Pre-school Pte. Ltd.,CC,68021941,961tampines@e-bridge.edu.sg,"961C,TAMPINES STREET 96,#01-474,TAMPINES GREENEMERALD,523961",523961,https://www.e-bridge.edu.sg,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Full,Full,Full,Available,Available,Limited,Limited,Available,Available,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-02-02,na,68021941,961tampines@e-bridge.edu.sg,https://www.e-bridge.edu.sg
na,PT9864,Nurturestars Preschool,PT,Private Operators,CC,63200132,angelatan@nurturestars.sg,"28,CHOA CHU KANG DRIVE,#01-03,SAFRA CHUA CHU KANG,689964",689964,https://nurturestars.sg/,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Full,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-02-02,na,63200132,angelatan@nurturestars.sg,https://nurturestars.sg/
na,KM0040,MOE KINDERGARTEN @ JING SHAN,KM,MOE Kindergarten,KN,64566305,mk_jingshan@moe.edu.sg,"5,ANG MO KIO STREET 52,JING SHAN PRIMARY SCHOOL,569228",569228,https://jingshanpri.moe.edu.sg/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Others,Chinese|Malay|Tamil,No,07:00-19:00,na,na,No,No,Yes,Yes,2026-02-02,na,64566305,mk_jingshan@moe.edu.sg,https://jingshanpri.moe.edu.sg/
na,PT9243,LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,PT,Private Operators,CC,68171393,lfp_balestier@babilou-family.sg,"530,BALESTIER ROAD,-01,Monville Mansion,329857",329857,www.littlefootprints.edu.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-02-02,na,68171393,lfp_balestier@babilou-family.sg,www.littlefootprints.edu.sg
na,KM0003,MOE KINDERGARTEN @ FARRER PARK,KM,MOE Kindergarten,KN,63415389,mk_farrerpark@moe.edu.sg,"2,Farrer Park Road,Farrer Park Primary School,217567",217567,https://www.farrerparkpri.moe.edu.sg/moe-kindergarten/overview/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Others,Chinese|Malay|Tamil,No,07:00-19:00,na,na,No,No,Yes,Yes,2026-02-02,na,63415389,mk_farrerpark@moe.edu.sg,https://www.farrerparkpri.moe.edu.sg/moe-kindergarten/overview/
na,PT8867,CARPE DIEM KIDZ PLAYHOUSE PTE. LTD.,PT,Private Operators,CC,92323859,sb@carpediem.com.sg,"259,CANADA ROAD,759791",759791,www.carpediem.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-02-02,na,92323859,sb@carpediem.com.sg,www.carpediem.com.sg
na,PT8976,Tinkerland @ Tanah Merah,PT,Private Operators,CC,91006938,Julie_Sim@sdmgroup.sg,"91,JALAN PARI BURONG,PICARDY GARDEN,488730",488730,www.sdmtinkerland.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Limited,Limited,Limited,Limited,Full,Full,Full,Limited,Limited,Limited,Available,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-02-02,na,91006938,Julie_Sim@sdmgroup.sg,www.sdmtinkerland.sg
na,PT9297,MAPLEBEAR SMARTCUBS PTE. LTD.,PT,Private Operators,CC,64937168,principal-lavender@maplebear.sg,"2,KALLANG AVENUE,#04-16,CT HUB,339407",339407,na,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Limited,Limited,Limited,Limited,Limited,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,No,Yes,Yes,2026-02-02,na,64937168,principal-lavender@maplebear.sg,na
na,RC1739,SGM LITTLE KIDZ @ RIVERVALE,RC,Not-for-Profit Organisation,CC,63862868,sgm-littlekidz@sgmcoop.org.sg,"188C,RIVERVALE DRIVE,#01-1042,543188",543188,na,Available,Available,Available,Available,Full,Full,Full,Limited,Limited,Limited,Limited,Full,Full,Full,Available,Available,Available,Available,Full,Full,Full,Limited,Available,Limited,Limited,Full,Full,Full,Available,Available,Available,Available,Full,Full,Full,Available,Available,Available,Available,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,No,07:00-19:00,07:00-14:00,na,No,No,Yes,Yes,2026-02-02,na,63862868,sgm-littlekidz@sgmcoop.org.sg,na
na,PT9231,MAPLE BEAR PLAYHOUSE PTE. LTD.,PT,Private Operators,CC,66556777,principal-alexandra@maplebear.sg,"354,ALEXANDRA ROAD,#01-19,ALEXIS,159948",159948,www.maplebear.sg/alexandra,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,Yes,2026-02-02,na,66556777,principal-alexandra@maplebear.sg,www.maplebear.sg/alexandra
na,KM0048,MOE Kindergarten @ Temasek,KM,MOE Kindergarten,KN,64438134,LENG_Bing_Ling@schools.gov.sg,"501,BEDOK SOUTH AVENUE 3,TEMASEK PRIMARY SCHOOL,469300",469300,https://www.temasekpri.moe.edu.sg/moe-kindergarten/about-us/our-vision-and-mission/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Others,Chinese|Malay|Tamil,No,07:00-19:00,na,na,No,No,Yes,Yes,2026-02-02,na,64438134,LENG_Bing_Ling@schools.gov.sg,https://www.temasekpri.moe.edu.sg/moe-kindergarten/about-us/our-vision-and-mission/
na,PT9117,Small Wonder Preschool Anchorvale,PT,Private Operators,CC,86682557,xinyilee@smallwonderpreschool.com,"327B,ANCHORVALE ROAD,#01-322,542327",542327,na,Full,Full,Full,Full,Full,Limited,Limited,Full,Full,Full,Full,Full,Limited,Limited,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Halal Food With No Beef (with Certification from MUIS),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-02-02,na,86682557,xinyilee@smallwonderpreschool.com,na
na,PT9286,MAPLEBEAR SMART LEARNERS PTE LTD,PT,Private Operators,CC,64816184,SerangoonNorth@Maplebear.sg,"15,SERANGOON NORTH AVENUE 5,#03-00,554360",554360,www.maplebear.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,na,na,No,Yes,Yes,Yes,2026-02-02,na,64816184,SerangoonNorth@Maplebear.sg,www.maplebear.sg
na,PT9880,NAFA Arts Preschool (Luzerne Campus),PT,Private Operators,CC,63203910,apsluzerne@nafa.edu.sg,"70,BENDEMEER ROAD,#02-02/03,LUZERNE,339940",339940,prechool.nafa.edu.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,Yes,2026-01-31,na,63203910,apsluzerne@nafa.edu.sg,prechool.nafa.edu.sg
na,PT9418,Kinderland Preschool (Sunshine Place),PT,Private Operators,CC,67640010,Kescckkg@kinderland.com.sg,"475,CHOA CHU KANG AVENUE 3,#02-15,SUNSHINE PLACE,680475",680475,na,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-01-30,na,67640010,Kescckkg@kinderland.com.sg,na
na,PT9499,Kinderland Preschool (Woodlands Mart),PT,Private Operators,CC,63650010,keswmart@kinderland.com.sg,"768,WOODLANDS AVENUE 6,#02-01,WOODLANDS MART,730768",730768,na,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,Yes,Yes,Yes,2026-01-30,na,63650010,keswmart@kinderland.com.sg,na
na,PT9115,HUDA CHILDCARE (WOODLANDS11) PTE. LTD.,PT,Private Operators,CC,63343119,selamatju.huda@gmail.com,"11,WOODLANDS CLOSE,#01-19,WOODLANDS 11,737853",737853,na,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Malay,No,07:00-19:00,na,na,No,Yes,Yes,No,2026-01-30,na,63343119,selamatju.huda@gmail.com,na
na,PT9846,Bright Sparks Infant Care Pte. Ltd,PT,Private Operators,CC,83289208,bri8spksinfant@gmail.com,"851,WOODLANDS STREET 83,#01-18,NIL,730851",730851,https://brightspark.sg,Full,Available,Available,Available,Available,Available,Full,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,No,Yes,No,2026-01-30,na,83289208,bri8spksinfant@gmail.com,https://brightspark.sg
na,PT9110,BRIGHT SPARKS CHILDCARE LLP,PT,Private Operators,CC,63630264,brightsparks2512@gmail.com,"401,WOODLANDS STREET 41,#01-30,730401",730401,na,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,No,2026-01-30,na,63630264,brightsparks2512@gmail.com,na
na,ST0152,PCF Sparkletots Preschool @ Zhenghua Blk 550B (EY),ST,PCF Sparkletots Preschool Limited,EYC-DS,67104138,ZH.EY.550B@pcf.org.sg,"550B,SEGAR ROAD,#01-628,672550",672550,www.pcf.org.sg/sparkletots/,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-01-30,na,67104138,ZH.EY.550B@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,PT9077,LITTLE TREE HOUSE @ HOUGANG PTE. LTD.,PT,Private Operators,CC,80285418,info@thegardnerpreschool.com.sg,"62,JALAN NAUNG,MIRAMAR GARDENS,537727",537727,http://www.littletreehouse.com.sg,Full,Full,Available,Full,Full,Full,Full,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2026-01-29,na,80285418,info@thegardnerpreschool.com.sg,http://www.littletreehouse.com.sg
na,PT9308,Little Kinder Montessori @ Marymount Pte Ltd,PT,Private Operators,CC,91393676,PRINCIPAL@LITTLEKINDERMONTESSORI.COM,"37,JALAN PEMIMPIN,#01-03,MAPEX,577177",577177,www.littlekindermontessori.com,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,No,2026-01-29,na,91393676,PRINCIPAL@LITTLEKINDERMONTESSORI.COM,www.littlekindermontessori.com
na,PT3300,LITTLE GREENHOUSE @ S553 PTE LTD,PT,Private Operators,CC,94592746,principal.s553@littlegreenhouse.com.sg,"553,SERANGOON NORTH AVE 3,#01-75,550553",550553,www.littlegreenhouse.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Full,Full,Available,Full,Full,Full,Full,Full,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,No,2026-01-29,na,94592746,principal.s553@littlegreenhouse.com.sg,www.littlegreenhouse.com.sg
na,PT9214,PARIPOSA PTE LTD,PT,Private Operators,CC,64622701,sonia@pariposapreschool.com,"31,TOH TUCK ROAD,596709",596709,www.pariposapreschool.com,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:30-18:30,na,na,No,Yes,Yes,No,2026-01-29,na,64622701,sonia@pariposapreschool.com,www.pariposapreschool.com
na,PT9107,TWINKLEKIDZ PLAYHOUSE PTE. LTD.,PT,Private Operators,CC,62580125,toa.payoh@twinklekidz.com,"11,LORONG 3 TOA PAYOH,#01-18,JACKSON SQUARE,319579",319579,www.twinklekidz.com,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,Yes,2026-01-28,na,62580125,toa.payoh@twinklekidz.com,www.twinklekidz.com
